text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",1,4,IBYBdfbTbWOo8kvImtOfCiuNw80,ḥꜣ.t-ꜥ,ḥꜣ.t-ꜥ,𓄂𓐰𓂝,𓄂𓂝,"['𓄂', '𓂝']",853378,ḥꜣ.t-ꜥ,NOUN,,"Anfang (von etwas, mit versch. Präpositionen)",,,0.0,"['𓄂', '𓂝']","['complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,5,IBYBdeXhbRde9U2Ind4XtTKTXwY,ṯr.w,ṯr.w,𓏞𓏲𓈒𓐰𓏥,𓏞𓏲𓈒𓏥,"['𓏞', '𓏲', '𓈒', '𓏥']",176220,ṯr.w,NOUN,,[ein mineralischer Stoff (ockerhaltig)],,,0.0,"['𓏞', '𓏲', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,6,IBYBddv6KAC0s0EmisX03WysEj8,rʾ-32,rʾ-32,𓂋𓐰𓎏𓐰𓎆𓏻,𓂋𓎏𓎆𓏻,"['𓂋', '𓎏', '𓎆', '𓏻']",600569,1...n+++1/+2...1/n,NUM,,[Bruchzahl],,,0.0,"['𓂋', '𓎏', '𓎆', '𓏻']","['complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,7,IBYBdRGcuChpJkwHjWgYnAAYbnM,d(ꜣ)b,dꜣb,𓂧𓐰𓃀𓍼𓐰𓈒𓐱𓏥,𓂧𓃀𓍼𓈒𓏥,"['𓂧', '𓃀', '𓍼', '𓈒', '𓏥']",177710,dꜣb,NOUN,,Feige; Feigenbaum,,,0.0,"['𓂧', '𓃀', '𓍼', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,8,IBYBdRH5SrQIJEYfgT9g3W8vUOo,rʾ-8,rʾ-8,𓂋𓐰𓏽𓐰𓏽,𓂋𓏽𓏽,"['𓂋', '𓏽', '𓏽']",600569,1...n+++1/+2...1/n,NUM,,[Bruchzahl],,,0.0,"['𓂋', '𓏽', '𓏽']","['complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,9,IBYBeWCQFgvTX0QOotO5AIxjAOs,pr.t,pr.t,𓍁𓏏𓐰𓏥,𓍁𓏏𓏥,"['𓍁', '𓏏', '𓏥']",60310,pr.t,NOUN,,Frucht (einer Pflanze); Saatkorn; Nachkommenschaft (bildl.),,,0.0,"['𓍁', '𓏏', '𓏥']","['complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,10,IBYBeVGXzCGeEkudqGObY5kAxoc,wꜥn,wꜥn,𓏲𓂝𓐰𓈖𓐎𓆮,𓏲𓂝𓈖𓐎𓆮,"['𓏲', '𓂝', '𓈖', '𓐎', '𓆮']",44660,wꜥn,NOUN,,Wacholderbaum,,,0.0,"['𓏲', '𓂝', '𓈖', '𓐎', '𓆮']","['complete', 'complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,11,IBYBdbkBWo5Vw0L0hVO8RdsXVOo,rʾ-16,rʾ-16,𓂋𓐰𓎆𓏼𓐰𓏼,𓂋𓎆𓏼𓏼,"['𓂋', '𓎆', '𓏼', '𓏼']",600569,1...n+++1/+2...1/n,NUM,,[Bruchzahl],,,0.0,"['𓂋', '𓎆', '𓏼', '𓏼']","['complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,12,IBYBdaxw82EVZER3ixQIXxn0VeU,sntr,sntr,𓊹𓌢𓏏𓐰𓂋𓈒𓐰𓏥,𓊹𓌢𓏏𓂋𓈒𓏥,"['𓊹', '𓌢', '𓏏', '𓂋', '𓈒', '𓏥']",138670,snṯr,NOUN,,Weihrauch,,,0.0,"['𓊹', '𓌢', '𓏏', '𓂋', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,14,IBYBdSNoMtWPyEKGppJlXaZ1UZw,rʾ-64,rʾ-64,𓂋𓐰𓎐𓐰𓎐𓏻𓐰𓏻,𓂋𓎐𓎐𓏻𓏻,"['𓂋', '𓎐', '𓎐', '𓏻', '𓏻']",600569,1...n+++1/+2...1/n,NUM,,[Bruchzahl],,,0.0,"['𓂋', '𓎐', '𓎐', '𓏻', '𓏻']","['complete', 'complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,15,IBYBdQkgggasL0j9uIzYYxgncW4,tpnn,tpnn,𓏏𓐰𓊪𓇑𓇑𓈖𓐰𓈒𓐰𓏥,𓏏𓊪𓇑𓇑𓈖𓈒𓏥,"['𓏏', '𓊪', '𓇑', '𓇑', '𓈖', '𓈒', '𓏥']",171690,tpnn,NOUN,,Kreuzkümmel,,,0.0,"['𓏏', '𓊪', '𓇑', '𓇑', '𓈖', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,16,IBYBdbissaQWqkW1qAMhcNhTp78,rʾ-64,rʾ-64,𓂋𓐰𓎐𓐰𓎐𓏻𓐰𓏻,𓂋𓎐𓎐𓏻𓏻,"['𓂋', '𓎐', '𓎐', '𓏻', '𓏻']",600569,1...n+++1/+2...1/n,NUM,,[Bruchzahl],,,0.0,"['𓂋', '𓎐', '𓎐', '𓏻', '𓏻']","['complete', 'complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,17,IBYBdVa0SxUulUHZgIydVVMxd98,smt,smt,𓋴𓂸𓐰𓏏𓄕𓈒𓑕𓐰𓏥,𓋴𓂸𓏏𓄕𓈒𓑕𓏥,"['𓋴', '𓂸', '𓏏', '𓄕', '𓈒', '\U00013455', '𓏥']",135860,smt,NOUN,,Orientalische Kresse (?),,,0.08333333333333333,"['𓋴', '𓂸', '𓏏', '𓄕', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'damaged', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,18,IBYBdaigFeYwCUPqm1T2mcYEkSo,⸢rʾ⸣-64,rʾ-64,𓂋𓑕𓐰𓎐𓐰𓎐𓏻𓐰𓏻,𓂋𓑕𓎐𓎐𓏻𓏻,"['𓂋', '\U00013455', '𓎐', '𓎐', '𓏻', '𓏻']",600569,1...n+++1/+2...1/n,NUM,,[Bruchzahl],,,0.1,"['𓂋', '𓎐', '𓎐', '𓏻', '𓏻']","['damaged', 'complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,19,IBYBdWDiGjZBO0OYmQWD5Q9tXFI,tꞽꜥm,tꞽꜥm,𓍘𓂝𓐰𓅓𓆰𓐰𓏥,𓍘𓂝𓅓𓆰𓏥,"['𓍘', '𓂝', '𓅓', '𓆰', '𓏥']",169940,tꞽꜥm,NOUN,,[Pflanze (offizinell)],,,0.0,"['𓍘', '𓂝', '𓅓', '𓆰', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,20,IBYBdbqq1Dq2s0Dgv0wMdBQxpW0,rʾ-16,rʾ-16,𓂋𓐰𓎆𓏼𓐰𓏼,𓂋𓎆𓏼𓏼,"['𓂋', '𓎆', '𓏼', '𓏼']",600569,1...n+++1/+2...1/n,NUM,,[Bruchzahl],,,0.0,"['𓂋', '𓎆', '𓏼', '𓏼']","['complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,21,IBYBdYviln6WxEniuaqEmQlJtPA,ꜥd,ꜥd,𓎙𓐰𓂧𓏌𓐰𓏥,𓎙𓂧𓏌𓏥,"['𓎙', '𓂧', '𓏌', '𓏥']",41980,ꜥḏ,NOUN,,Fett (vom Tier),,,0.0,"['𓎙', '𓂧', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,22,IBYBdWRd0O6iBEWYu7Fy3WWGT4Y,⸮ꜣpd?,ꜣpd,𓅬,𓅬,['𓅬'],107,ꜣpd,NOUN,,Vogel (allg.); Geflügel (koll.),,,0.0,['𓅬'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,23,IBYBdXRmegjLpkn7nVDGFPFrzYg,rʾ-8,rʾ-8,𓂋𓐰𓏽𓐰𓏽,𓂋𓏽𓏽,"['𓂋', '𓏽', '𓏽']",600569,1...n+++1/+2...1/n,NUM,,[Bruchzahl],,,0.0,"['𓂋', '𓏽', '𓏽']","['complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,24,IBYBdRPu2W8aqkIMrywVXwS1Lhw,[[ꞽšd]],ꞽšd,⟦𓇭⟧⟦𓈒⟧𓐰⟦𓏥⟧,⟦𓇭⟧⟦𓈒⟧⟦𓏥⟧,"['⟦', '𓇭', '⟧', '⟦', '𓈒', '⟧', '⟦', '𓏥', '⟧']",32150,ꞽšd,NOUN,,[Frucht vom Isched-Baum],,,0.0,"['⟦', '𓇭', '⟧', '⟦', '𓈒', '⟧', '⟦', '𓏥', '⟧']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,25,IBYBdb3mTNGeiUdQpWQl0l2HF9s,[[rʾ-8]],rʾ-8,⟦𓂋⟧𓐰⟦𓏽⟧𓐰⟦𓏽⟧,⟦𓂋⟧⟦𓏽⟧⟦𓏽⟧,"['⟦', '𓂋', '⟧', '⟦', '𓏽', '⟧', '⟦', '𓏽', '⟧']",600569,1...n+++1/+2...1/n,NUM,,[Bruchzahl],,,0.0,"['⟦', '𓂋', '⟧', '⟦', '𓏽', '⟧', '⟦', '𓏽', '⟧']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,27,IBYBde1MuAssykGWjLi8W07J4WE,((ḏsr.t)),ḏsr.t,⸨𓂦⸩𓐰⸨𓂋⸩𓐱⸨𓏏⸩𓏌𓐰𓏥,𓂦𓂋𓏏𓏌𓏥,"['𓂦', '𓂋', '𓏏', '𓏌', '𓏥']",185590,ḏsr.t,NOUN,,[ein Bier (aus der Djeseret-Pflanze?)],,,0.0,"['𓂦', '𓂋', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,28,IBYBdVSypDWRW0g1it1jbTJK6Hk,1/64,1/64,𓂆,𓂆,['𓂆'],600017,1/64,NUM,,1/64 [ⁿHeqat („Horusaugenbruch“)],,,0.0,['𓂆'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,29,IBYBdQNrLAngNURQtW9R55LDUvU,ḥ(n)q.t,ḥnq.t,𓎛𓈎𓐰𓏏𓏌𓐰𓏥,𓎛𓈎𓏏𓏌𓏥,"['𓎛', '𓈎', '𓏏', '𓏌', '𓏥']",110300,ḥnq.t,NOUN,,Bier,,,0.0,"['𓎛', '𓈎', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,30,IBYBdbQQl8cHrURDtEWJ2hcBHzw,nḏm.t,nḏm.t,𓇛𓅓𓏏𓐰𓏛,𓇛𓅓𓏏𓏛,"['𓇛', '𓅓', '𓏏', '𓏛']",91410,nḏm,ADJ,,süß; angenehm,,,0.0,"['𓇛', '𓅓', '𓏏', '𓏛']","['complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,31,IBYBdW4Z9fCKBkkqsEqIH5k5JjE,1/16,1/16,𓂄,𓂄,['𓂄'],600015,1/16,NUM,,1/16 [ⁿHeqat („Horusaugenbruch“)],,,0.0,['𓂄'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",2,32,IBYBdYOkuNBVqEuxvcw63z6cgDc,1/64,1/64,𓂆,𓂆,['𓂆'],600017,1/64,NUM,,1/64 [ⁿHeqat („Horusaugenbruch“)],,,0.0,['𓂆'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",3,1,IBYBdZz78z1YrU7FmhjNozKtJ9I,swrꞽ,swrꞽ,𓋴𓅨𓐰𓂋𓇋𓈗𓀁,𓋴𓅨𓂋𓇋𓈗𓀁,"['𓋴', '𓅨', '𓂋', '𓇋', '𓈗', '𓀁']",130360,zwr,VERB,,trinken,,,0.0,"['𓋴', '𓅨', '𓂋', '𓇋', '𓈗', '𓀁']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",4,2,IBYBdXgcdzkQBkbQhZbBYfOUM1I,k.t,k.t,𓎢𓐰𓏏,𓎢𓏏,"['𓎢', '𓏏']",163760,ky,ADJ,,anderer,,,0.0,"['𓎢', '𓏏']","['complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",6,1,IBYBdViOwWMyV0JYuLYurfkq4N0,psi̯,psi̯,𓊮,𓊮,['𓊮'],62180,psi̯,VERB,,kochen; backen; erhitzen,,,0.0,['𓊮'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",7,1,IBYBdT157gB77UTXgQUGYAS8okA,ꜥtḫ,ꜥtḫ,<g>A36C</g>,<g>A36C</g>,"['<', 'g', '>', 'A', '3', '6', 'C', '<', '/', 'g', '>']",41820,ꜥtḫ,VERB,,durchseihen; auspressen,,,0.0,['A36C'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",8,1,IBYBdbYkWSuTn0Yoigqfwbc1AAw,zwr,zwr,𓀁,𓀁,['𓀁'],130360,zwr,VERB,,trinken,,,0.0,['𓀁'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",8,2,IBYBdbTTM0NxC0GUjH5qdFanBi4,r,r,𓂋,𓂋,['𓂋'],400030,r,PREP,,zu (temp.); bis (temp.); lang (Dauer); [temporal],,,0.0,['𓂋'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",8,3,IBYBdTOjGgfdS0W3s84QdwkCsWs,hrw,hrw,𓇳,𓇳,['𓇳'],99060,hrw,NOUN,,Tag,,,0.0,['𓇳'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",8,4,IBYBdQMRb6U0l0EgmsoaLrQl6ko,4,4,𓏻𓐰𓏻,𓏻𓏻,"['𓏻', '𓏻']",850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,"['𓏻', '𓏻']","['complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",9,3,IBYBdSQXUSHBP0nKlo8YZze0AtM,k.t,k.t,𓎢𓐰𓏏,𓎢𓏏,"['𓎢', '𓏏']",163760,ky,ADJ,,anderer,,,0.0,"['𓎢', '𓏏']","['complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",11,1,IBYBdaeZQhZWq0zum2KYQxbCS58,psi̯,psi̯,𓊮,𓊮,['𓊮'],62180,psi̯,VERB,,kochen; backen; erhitzen,,,0.0,['𓊮'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",12,1,IBYBdSlgZ7j580NauXsaZmwTxgM,ꜥtḫ,ꜥtḫ,<g>A36C</g>,<g>A36C</g>,"['<', 'g', '>', 'A', '3', '6', 'C', '<', '/', 'g', '>']",41820,ꜥtḫ,VERB,,durchseihen; auspressen,,,0.0,['A36C'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",13,1,IBYBdZwYQgAi9kxQoSNbNE4beZU,zwr,zwr,𓀁,𓀁,['𓀁'],130360,zwr,VERB,,trinken,,,0.0,['𓀁'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",13,2,IBYBddCh36q6QEv0tzvOWsCvNMY,r,r,𓂋,𓂋,['𓂋'],400030,r,PREP,,zu (temp.); bis (temp.); lang (Dauer); [temporal],,,0.0,['𓂋'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",13,3,IBYBdYnGcK8dU0g7stvPkgaPR4Y,hrw,hrw,𓇳,𓇳,['𓇳'],99060,hrw,NOUN,,Tag,,,0.0,['𓇳'],['complete']
