text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,1,4,IBcDVRl0JUWKRkNMtIW6UR59E4U,rnp.t-zp,rnp.t-zp,𓆳𓏏𓐰𓊗,𓆳𓏏𓊗,"['𓆳', '𓏏', '𓊗']",850581,rnp.t-zp,NOUN,,Regierungsjahr,,,0.0,"['𓆳', '𓏏', '𓊗']","['complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,4,8,IBcDVX1cZjtdfEXykIy2HyEbD3U,sw,sw,𓇳,𓇳,['𓇳'],129460,sw,NOUN,,Monatstag,,,0.0,['𓇳'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,4,9,IBcDVTVEcLOWCkiVtWOsVUwg2xk,9,9,𓏼𓐰𓏼𓐰𓏼,𓏼𓏼𓏼,"['𓏼', '𓏼', '𓏼']",850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,"['𓏼', '𓏼', '𓏼']","['complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,4,11,IBcDVRaQqpwUOEcVpNvaLP8e94w,__,__,<g>Ff100</g>,<g>Ff100</g>,"['<', 'g', '>', 'F', 'f', '1', '0', '0', '<', '/', 'g', '>']",_,_,_,,_,,,0.0,['Ff100'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,5,2,IBcDVcmWfJNDT0F0gRbCc4PHqDE,ḥw.t-ḥr.w,ḥw.t-ḥr.w,𓉗𓐰𓏏𓁷𓐰𓂋,𓉗𓏏𓁷𓂋,"['𓉗', '𓏏', '𓁷', '𓂋']",600240,Ḥw.t-Ḥr.w,PROPN,artifact,Hathor (Fest); Hathor (Monatsname); Hathor (3. Monat der Achet-Jahreszeit),,,0.0,"['𓉗', '𓏏', '𓁷', '𓂋']","['complete', 'complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,5,5,IBcDVYTZCF0INErTsnqf6gI00XU,ꜣbd,ꜣbd,𓇹,𓇹,['𓇹'],93,ꜣbd,NOUN,,Monat; Monatsdienst,,,0.0,['𓇹'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,5,6,IBcDVaRARkBEdUnxkMuALx9w6Is,2,2,,𓏻,['𓏻'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏻'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,5,7,IBcDVa8Qzp9AK0pGgp4psMQfxW0,(ꜣḫ.t),ꜣḫ.t,<g>Ff100</g>,<g>Ff100</g>,"['<', 'g', '>', 'F', 'f', '1', '0', '0', '<', '/', 'g', '>']",216,ꜣḫ.t,NOUN,,Achet-Jahreszeit (Überschwemmungszeit),,,0.0,['Ff100'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,5,8,IBcDVeuLLyn3G0zshWpXwayoxcE,sw,sw,𓇳,𓇳,['𓇳'],129460,sw,NOUN,,Monatstag,,,0.0,['𓇳'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,5,9,IBcDVcpqXvBf40W9qqagvE9J2Yw,9,9,𓏼𓐰𓏼𓐰𓏼,𓏼𓏼𓏼,"['𓏼', '𓏼', '𓏼']",850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,"['𓏼', '𓏼', '𓏼']","['complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,5,11,IBcDVZtsTYXu0kh7mEMec7MPtQ0,__,__,<g>Ff100</g>,<g>Ff100</g>,"['<', 'g', '>', 'F', 'f', '1', '0', '0', '<', '/', 'g', '>']",_,_,_,,_,,,0.0,['Ff100'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,6,2,IBcDVUsXceVq90WPtEFiPWSgcIg,kꜣ-ḥr-kꜣ,kꜣ-ḥr-kꜣ,𓂓𓁷𓏤𓂓,𓂓𓁷𓏤𓂓,"['𓂓', '𓁷', '𓏤', '𓂓']",163150,Kꜣ-ḥr-kꜣ,PROPN,artifact,Choiak (Fest); Choiak (Monatsname); Choiak (4. Monat der Achet-Jahreszeit),,,0.0,"['𓂓', '𓁷', '𓏤', '𓂓']","['complete', 'complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,6,5,IBcDVdNKKsv89Es5mHSD0JjXz7I,ꜣbd,ꜣbd,𓇹,𓇹,['𓇹'],93,ꜣbd,NOUN,,Monat; Monatsdienst,,,0.0,['𓇹'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,6,6,IBcDVb3Y0c5fC0QlgYHoWEtDXxA,3,3,,𓏼,['𓏼'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏼'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,6,7,IBcDVSzvjpkNsExTroCQNH7WWlo,(ꜣḫ.t),ꜣḫ.t,<g>Ff100</g>,<g>Ff100</g>,"['<', 'g', '>', 'F', 'f', '1', '0', '0', '<', '/', 'g', '>']",216,ꜣḫ.t,NOUN,,Achet-Jahreszeit (Überschwemmungszeit),,,0.0,['Ff100'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,6,8,IBcDVd0wxBe7vUGulReoPxtdybU,sw,sw,𓇳,𓇳,['𓇳'],129460,sw,NOUN,,Monatstag,,,0.0,['𓇳'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,6,9,IBcDVQQnXhyJRUNpq2ReUqRKNOo,9,9,𓏼𓐰𓏼𓐰𓏼,𓏼𓏼𓏼,"['𓏼', '𓏼', '𓏼']",850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,"['𓏼', '𓏼', '𓏼']","['complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,6,11,IBcDVR0WJFQpMUZXjcziSjXUb5Q,__,__,<g>Ff100</g>,<g>Ff100</g>,"['<', 'g', '>', 'F', 'f', '1', '0', '0', '<', '/', 'g', '>']",_,_,_,,_,,,0.0,['Ff100'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,7,2,IBcDVafLTVyNH03NiHWaagpFGEo,šf-bd.t,šf-bd.t,𓈙𓐰𓆑𓇣𓏏𓏤,𓈙𓆑𓇣𓏏𓏤,"['𓈙', '𓆑', '𓇣', '𓏏', '𓏤']",550178,Šf-bd.t,PROPN,artifact,[Fest]; [Monatsname]; [1. Monat der Peret-Jahreszeit],,,0.0,"['𓈙', '𓆑', '𓇣', '𓏏', '𓏤']","['complete', 'complete', 'complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,7,5,IBcDVS5j3tEcDUw9l7WOCS8KZew,ꜣbd,ꜣbd,𓇹,𓇹,['𓇹'],93,ꜣbd,NOUN,,Monat; Monatsdienst,,,0.0,['𓇹'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,7,6,IBcDVUka7KLA4kACjvWXU4jcYHc,4,4,,𓏽,['𓏽'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏽'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,7,7,IBcDVanuJQlz2kqZvPCvJxlyMdU,(ꜣḫ.t),ꜣḫ.t,<g>Ff100</g>,<g>Ff100</g>,"['<', 'g', '>', 'F', 'f', '1', '0', '0', '<', '/', 'g', '>']",216,ꜣḫ.t,NOUN,,Achet-Jahreszeit (Überschwemmungszeit),,,0.0,['Ff100'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,7,8,IBcDVVFY6DUCo0RivP1OIxhP9QA,sw,sw,𓇳,𓇳,['𓇳'],129460,sw,NOUN,,Monatstag,,,0.0,['𓇳'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,7,9,IBcDVai6vGjvbkk4iLI1j0ST6lA,9,9,𓏼𓐰𓏼𓐰𓏼,𓏼𓏼𓏼,"['𓏼', '𓏼', '𓏼']",850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,"['𓏼', '𓏼', '𓏼']","['complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,7,11,IBcDVS0VeaW0aUpPo0w7JfsvO94,__,__,<g>Ff100</g>,<g>Ff100</g>,"['<', 'g', '>', 'F', 'f', '1', '0', '0', '<', '/', 'g', '>']",_,_,_,,_,,,0.0,['Ff100'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,8,2,IBcDVUfxfa4QSUg2mJ55BVoc8qE,rkḥ,rkḥ,𓂋𓐰𓎢𓎛,𓂋𓎢𓎛,"['𓂋', '𓎢', '𓎛']",96460,Rkḥ,PROPN,artifact,Brand (Fest); Brand (Monatsname),,,0.0,"['𓂋', '𓎢', '𓎛']","['complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,8,5,IBcDVZVV0ygFtkFkl9QQ55Qgr54,ꜣbd,ꜣbd,𓇹,𓇹,['𓇹'],93,ꜣbd,NOUN,,Monat; Monatsdienst,,,0.0,['𓇹'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,8,6,IBcDVcxWh3vjrEw2hYLwzV2ZdhQ,1,1,𓏤,𓏤,['𓏤'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏤'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,8,7,IBcDVW7YeOME90AajMXfnNdkH8U,pr.t,pr.t,𓉐𓂋𓐰𓏏,𓉐𓂋𓏏,"['𓉐', '𓂋', '𓏏']",60300,pr.t,NOUN,,Peret-Jahreszeit (Winter),,,0.0,"['𓉐', '𓂋', '𓏏']","['complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,8,8,IBcDVatcEuB9s0BnpFTRbBE9naE,sw,sw,𓇳,𓇳,['𓇳'],129460,sw,NOUN,,Monatstag,,,0.0,['𓇳'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,8,9,IBcDVaNSc0Nb1kAFgXODnKPeUX4,9,9,𓏼𓐰𓏼𓐰𓏼,𓏼𓏼𓏼,"['𓏼', '𓏼', '𓏼']",850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,"['𓏼', '𓏼', '𓏼']","['complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,8,11,IBcDVSNQeeEcBkdMimbtaVt5NQA,__,__,<g>Ff100</g>,<g>Ff100</g>,"['<', 'g', '>', 'F', 'f', '1', '0', '0', '<', '/', 'g', '>']",_,_,_,,_,,,0.0,['Ff100'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,9,2,IBcDVbdwXDDNh003gQvw66KBTXc,rkḥ,rkḥ,𓂋𓐰𓎢𓎛,𓂋𓎢𓎛,"['𓂋', '𓎢', '𓎛']",96460,Rkḥ,PROPN,artifact,Brand (Fest); Brand (Monatsname),,,0.0,"['𓂋', '𓎢', '𓎛']","['complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,9,5,IBcDVX0w1KkM7U17lSwHGQZrS84,ꜣbd,ꜣbd,𓇹,𓇹,['𓇹'],93,ꜣbd,NOUN,,Monat; Monatsdienst,,,0.0,['𓇹'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,9,6,IBcDVXdWsIWVJkt3laMT7IxI5kc,2,2,,𓏻,['𓏻'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏻'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,9,7,IBcDVWBzsoV4nkXzuPUKg0DnQ1Y,(pr.t),pr.t,<g>Ff100</g>,<g>Ff100</g>,"['<', 'g', '>', 'F', 'f', '1', '0', '0', '<', '/', 'g', '>']",60300,pr.t,NOUN,,Peret-Jahreszeit (Winter),,,0.0,['Ff100'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,9,8,IBcDVdC3Yow9z044ueJW0756k4c,sw,sw,𓇳,𓇳,['𓇳'],129460,sw,NOUN,,Monatstag,,,0.0,['𓇳'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,9,9,IBcDVdIeBJpInUCyosuNVVxMXyo,9,9,𓏼𓐰𓏼𓐰𓏼,𓏼𓏼𓏼,"['𓏼', '𓏼', '𓏼']",850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,"['𓏼', '𓏼', '𓏼']","['complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,9,11,IBcDVd2AK5YwPktQlzBnXhloWcU,__,__,<g>Ff100</g>,<g>Ff100</g>,"['<', 'g', '>', 'F', 'f', '1', '0', '0', '<', '/', 'g', '>']",_,_,_,,_,,,0.0,['Ff100'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,10,2,IBcDVaKSWNT3wkGIotixVO1vQcI,rn.wtt,rn.wtt,𓂋𓐰𓈖𓏲𓏏𓐰𓏏,𓂋𓈖𓏲𓏏𓏏,"['𓂋', '𓈖', '𓏲', '𓏏', '𓏏']",878594,Rnn.wtt,PROPN,artifact,Renenutet (Fest); Renenutet (Monatsname),,,0.0,"['𓂋', '𓈖', '𓏲', '𓏏', '𓏏']","['complete', 'complete', 'complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,10,5,IBcDVd7dnMaRWkPljXjOcxLJJGY,ꜣbd,ꜣbd,𓇹,𓇹,['𓇹'],93,ꜣbd,NOUN,,Monat; Monatsdienst,,,0.0,['𓇹'],['complete']
