text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",1,3,IBcCCSdM76SAokQRv0s66gT2zVA,ḥꜣ.t-ꜥ,ḥꜣ.t-ꜥ,𓄂𓐰𓂝,𓄂𓂝,"['𓄂', '𓂝']",853378,ḥꜣ.t-ꜥ,NOUN,,"Anfang (von etwas, mit versch. Präpositionen)",,,0.0,"['𓄂', '𓂝']","['complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",22,2,IBcCCblsPPEGdUPypkC21PFubek,ḏd-mdw,ḏd-mdw,𓆓𓐰𓂧𓌃𓏤𓐰𓏥,𓆓𓂧𓌃𓏤𓏥,"['𓆓', '𓂧', '𓌃', '𓏤', '𓏥']",186050,ḏd-mdw,VERB,,Worte sprechen; [Rezitationsvermerk],,,0.0,"['𓆓', '𓂧', '𓌃', '𓏤', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",22,3,IBcCCdR80uMuikTDgw1f5QIs2aI,ḥr,ḥr,𓁷𓏤,𓁷𓏤,"['𓁷', '𓏤']",400090,ḥr,PREP,,auf; über; vor; hinter; [lokal],,,0.0,"['𓁷', '𓏤']","['complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",22,4,IBcCCdx6zHDxDkEFp3QTQd96vRU,ꞽꜣr,ꞽꜣr,𓇋𓄿𓂋𓆰𓐰𓏥,𓇋𓄿𓂋𓆰𓏥,"['𓇋', '𓄿', '𓂋', '𓆰', '𓏥']",20770,ꞽꜣr,NOUN,,[Pflanze (offizinell)],,,0.0,"['𓇋', '𓄿', '𓂋', '𓆰', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",22,5,IBcCCckvzmZGT0vTndKXI2JfAbs,ḥr,ḥr,𓁷𓏤,𓁷𓏤,"['𓁷', '𓏤']",400090,ḥr,PREP,,auf; über; vor; hinter; [lokal],,,0.0,"['𓁷', '𓏤']","['complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",22,6,IBcCCWVLhukvYkQot7LdvSzL9co,ṯꜣ,ṯꜣ,𓅷𓏤,𓅷𓏤,"['𓅷', '𓏤']",173960,ṯꜣ,NOUN,,Kügelchen; Tröpfchen,,,0.0,"['𓅷', '𓏤']","['complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",22,7,IBcCCYhPQpbUGU56hhIEwlx0vWs,n(.ꞽ),n.ꞽ,𓈖,𓈖,['𓈖'],79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,['𓈖'],['complete']
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",22,8,IBcCCXeIhPjmk0jyjz0Xb0SK5Bw,snb,snb,𓋴𓈖𓐰𓃀𓍢,𓋴𓈖𓃀𓍢,"['𓋴', '𓈖', '𓃀', '𓍢']",136970,snb,NOUN,,[eine Pflanze],,,0.0,"['𓋴', '𓈖', '𓃀', '𓍢']","['complete', 'complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",22,9,IBcCCa9dh9wQWkP7rIKEvYuwfdU,bkꜣ.t,bkꜣ.t,𓃀𓂓𓐰𓏏𓁓,𓃀𓂓𓏏𓁓,"['𓃀', '𓂓', '𓏏', '𓁓']",57860,bkꜣ.t,NOUN,,Sprößling (einer Binse); Embryo (?),,,0.0,"['𓃀', '𓂓', '𓏏', '𓁓']","['complete', 'complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",22,10,IBcCCTtRK1OdyEW5rMpGViQq6OA,n(.ꞽ).t,n.ꞽ.t,𓈖𓐰𓏏,𓈖𓏏,"['𓈖', '𓏏']",79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,"['𓈖', '𓏏']","['complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",22,11,IBcCCeFjH5wyokFHmU8QcQxCG4U,sw.t,sw.t,𓇑𓏏𓐰𓏤𓆰𓐰𓏥,𓇑𓏏𓏤𓆰𓏥,"['𓇑', '𓏏', '𓏤', '𓆰', '𓏥']",129610,sw.t,NOUN,,[Binse (auch als Symbol für O.Äg.)],,,0.0,"['𓇑', '𓏏', '𓏤', '𓆰', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",22,12,IBcCCSVQ4UvNuEFEvoMS8GbHmSo,šnꞽ,šnꞽ,𓁸𓐰𓏥,𓁸𓏥,"['𓁸', '𓏥']",155510,šnꞽ,NOUN,,Haar (allg.); Tierhaar (Wolle); Pflanzenhaar,,,0.0,"['𓁸', '𓏥']","['complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",22,13,IBcCCUjJMSZtUEGRm9dbRshRQHA,n(.ꞽ),n.ꞽ,𓈖,𓈖,['𓈖'],79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,['𓈖'],['complete']
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",22,14,IBcCCQZoSh2TnEJjputCxAUx4dQ,dp,dp,𓁶𓏤,𓁶𓏤,"['𓁶', '𓏤']",170860,tp,NOUN,,Kopf,,,0.0,"['𓁶', '𓏤']","['complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",22,15,IBcCCe8C9OObDE7AqWaVb9mYTTY,ꞽb.t,ꞽb.t,𓃙𓏏𓐰𓆰,𓃙𓏏𓆰,"['𓃙', '𓏏', '𓆰']",23440,ꞽb.t,NOUN,,[Teil der Sut-Pflanze],,,0.0,"['𓃙', '𓏏', '𓆰']","['complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",22,17,IBcCCXD5lrS1g04vnZozvWRTvTk,⸗s,⸗s,𓋴,𓋴,['𓋴'],10090,⸗s,PRON,,[Suffix Pron.sg.3.f.],,,0.0,['𓋴'],['complete']
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",23,1,IBcCCb3Ic4Bo505PqHybtDl6xhM,{sš},,𓋴𓈙𓐰𓂝,𓋴𓈙𓂝,"['𓋴', '𓈙', '𓂝']",144300,zš,VERB,,öffnen,,,0.0,"['𓋴', '𓈙', '𓂝']","['complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",23,2,IBcCCY3liYRhq0JwoYBj3faJBN0,⟨swš⟩,swš,,,[],130750,zwš,VERB,,zusammenballen; zusammendrehen,,,0.0,[],[]
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",23,3,IBcCCWAHnxInpEtQjSWzTTl0fX8,ḥr,ḥr,𓁷𓏤,𓁷𓏤,"['𓁷', '𓏤']",107521,ḥr,PREP,,von ... her (Herkunft); hin zu; gegen (Richtung); [räumlich/gerichtet],,,0.0,"['𓁷', '𓏤']","['complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",23,4,IBcCCTa9RJK0JESOuWOPy76mEQo,ꞽꜣb(.ꞽ),ꞽꜣb.ꞽ,𓋁𓃀𓂢,𓋁𓃀𓂢,"['𓋁', '𓃀', '𓂢']",20530,ꞽꜣb.ꞽ,NOUN,,linke Seite; linke Hand,,,0.0,"['𓋁', '𓃀', '𓂢']","['complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",24,1,IBcCCYExYd2blkQRt78CMVgSLFk,ꞽri̯,ꞽri̯,𓁹,𓁹,['𓁹'],28550,ꞽri̯,VERB,,machen; tun; fertigen; fungieren als; handeln,,,0.0,['𓁹'],['complete']
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",24,2,IBcCCXckoKWLJ0Cvuw62m6JCFNg,m,m,𓅓,𓅓,['𓅓'],500292,m,PREP,,als (etwas sein); nämlich (etwas); zu (etwas werden); [identifizierend],,,0.0,['𓅓'],['complete']
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",24,3,IBcCCYJegFb6xE0Qp2ILcUZnNdQ,ṯs.t,ṯs.t,𓋭𓐰𓏏𓐱𓏤,𓋭𓏏𓏤,"['𓋭', '𓏏', '𓏤']",176910,ṯꜣz.t,NOUN,,Knoten,,,0.0,"['𓋭', '𓏏', '𓏤']","['complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",24,4,IBcCCQaDhQ3HsUWtn5kqJvsviwA,7,7,𓏽𓐰𓏼,𓏽𓏼,"['𓏽', '𓏼']",850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,"['𓏽', '𓏼']","['complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",25,1,IBcCCfwDbn1BOEq3lEPmpRqZ7wE,ḏi̯,ḏi̯,𓂝,𓂝,['𓂝'],96700,rḏi̯,VERB,,geben; legen; setzen; zeigen,,,0.0,['𓂝'],['complete']
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",25,2,IBcCCb4I0VZg30IUpB5oO3WDBWc,r,r,𓂋,𓂋,['𓂋'],91901,r,PREP,,"zu (lok.); bis (lok.); an (lok.); [in Richtung auf (e. Ort, e. Sache, e. Person)]; [lokal]",,,0.0,['𓂋'],['complete']
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",25,3,IBcCCangq2d6DU3No4KIWaaeEj4,⸗s,⸗s,𓋴,𓋴,['𓋴'],10090,⸗s,PRON,,[Suffix Pron.sg.3.f.],,,0.0,['𓋴'],['complete']
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",26,3,IBcCCcTujm68gkWXkWU8bILPYW0,pẖr.t,pẖr.t,𓄲𓐰𓂋𓐱𓏏𓈒𓐰𓏥,𓄲𓂋𓏏𓈒𓏥,"['𓄲', '𓂋', '𓏏', '𓈒', '𓏥']",61950,pẖr.t,NOUN,,Heilmittel (allg.),,,0.0,"['𓄲', '𓂋', '𓏏', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",26,4,IBcCCRxXnzme8UlcrkM4MVX8He4,n(.ꞽ).t,n.ꞽ.t,𓈖𓐰𓏏,𓈖𓏏,"['𓈖', '𓏏']",79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,"['𓈖', '𓏏']","['complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",26,5,IBcCCXyWPlxBaUHCpcFstVZDiWk,dr,dr,𓂧𓐰𓂋𓐱𓂝,𓂧𓂋𓂝,"['𓂧', '𓂋', '𓂝']",180130,dr,VERB,,entfernen; vertreiben; vertilgen,,,0.0,"['𓂧', '𓂋', '𓂝']","['complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",26,6,IBcCCZQWBD0ZwEDVpnFc8uyz6l8,st.t,st.t,𓄝𓏏𓐰𓏏𓐎𓐰𓏥,𓄝𓏏𓏏𓐎𓏥,"['𓄝', '𓏏', '𓏏', '𓐎', '𓏥']",147400,st.t,NOUN,,Schleimstoffe,,,0.0,"['𓄝', '𓏏', '𓏏', '𓐎', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",26,7,IBcCCS1FTSqSp0achmPcFGbTP8o,m,m,𓅓,𓅓,['𓅓'],400007,m,PREP,,in; zu; an; aus; [lokal],,,0.0,['𓅓'],['complete']
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",26,8,IBcCCYOffZUgQ0bTs3qYxINoFl0,ꞽd.t,ꞽd.t,𓈞𓐰𓏏𓄰𓄹,𓈞𓏏𓄰𓄹,"['𓈞', '𓏏', '𓄰', '𓄹']",850291,ꞽd.t,NOUN,,Gebärmutter; Scheide; Mutterleib,,,0.0,"['𓈞', '𓏏', '𓄰', '𓄹']","['complete', 'complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",27,1,IBcCCdXEQQB6y0sWrPDjaiRqbv0,g(ꜣ)b.t,gꜣb.t,𓎼𓃀𓏏𓆰,𓎼𓃀𓏏𓆰,"['𓎼', '𓃀', '𓏏', '𓆰']",166380,gꜣb.t,NOUN,,Blatt (einer Pflanze); Blütenblatt,,,0.0,"['𓎼', '𓃀', '𓏏', '𓆰']","['complete', 'complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",27,2,IBcCCW0lPCQdeEELpaPq92oIu1I,n(.ꞽ).t,n.ꞽ.t,𓈖𓐰𓏏,𓈖𓏏,"['𓈖', '𓏏']",79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,"['𓈖', '𓏏']","['complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",27,3,IBcCCS4zRfTm30sqiKwPUQWbjGQ,ḫt-ds,ḫt-ds,𓆱𓐰𓌪𓏌𓐰𓏥,𓆱𓌪𓏌𓏥,"['𓆱', '𓌪', '𓏌', '𓏥']",861206,ḫt-ds,NOUN,,[Baum],,,0.0,"['𓆱', '𓌪', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",28,1,IBcCCVhrdQ30fUSRiWIzAYymRv0,s(w)šr,swšr,𓋴𓈙𓐰𓂋𓇳,𓋴𓈙𓂋𓇳,"['𓋴', '𓈙', '𓂋', '𓇳']",130790,swšr,VERB,,dörren; trocknen,,,0.0,"['𓋴', '𓈙', '𓂋', '𓇳']","['complete', 'complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",28,2,IBcCCSdQPAbN6kh0sie35m3InhI,ḥr,ḥr,𓁷𓏤,𓁷𓏤,"['𓁷', '𓏤']",400093,ḥr,PREP,,und (zur Koordination zweier Subst.); mit,,,0.0,"['𓁷', '𓏤']","['complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",28,3,IBcCCQeAMfojEE7WqWhaSy1YFpA,{ḥ}tꜣ⟨ḥ⟩.t,tꜣḥ.t,𓎛𓏏𓐰𓍔|lb𓄿𓏏𓏌𓐰𓏥,𓎛𓏏𓍔𓄿𓏏𓏌𓏥,"['𓎛', '𓏏', '𓍔', '𓄿', '𓏏', '𓏌', '𓏥']",169590,tꜣḥ.t,NOUN,,Bodensatz,,,0.0,"['𓎛', '𓏏', '𓍔', '𓄿', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",28,5,IBcCCZYNl7k70UFbiNQMMF0h1WA,n(.ꞽ).t,n.ꞽ.t,𓈖𓐰𓏏,𓈖𓏏,"['𓈖', '𓏏']",79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,"['𓈖', '𓏏']","['complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",28,6,IBcCCSR6dlj1NkShpSaoZeSpUlI,ḥ(n)q.t,ḥnq.t,𓎛𓈎𓐰𓏏𓏌𓐰𓏥,𓎛𓈎𓏏𓏌𓏥,"['𓎛', '𓈎', '𓏏', '𓏌', '𓏥']",110300,ḥnq.t,NOUN,,Bier,,,0.0,"['𓎛', '𓈎', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",28,7,IBcCCWvdg3cFFkuFiA1M1X2TaCw,ꞽqr.t,ꞽqr.t,𓇋𓈎𓐰𓂋𓏏𓐰𓏛,𓇋𓈎𓂋𓏏𓏛,"['𓇋', '𓈎', '𓂋', '𓏏', '𓏛']",400076,ꞽqr,ADJ,,trefflich; nützlich,,,0.0,"['𓇋', '𓈎', '𓂋', '𓏏', '𓏛']","['complete', 'complete', 'complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",29,1,IBcCCRj9xxNmREb3qqlDcnxjWt4,rḏi̯,rḏi̯,𓂋𓐰𓂝,𓂋𓂝,"['𓂋', '𓂝']",96700,rḏi̯,VERB,,geben; legen; setzen; zeigen,,,0.0,"['𓂋', '𓂝']","['complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",29,2,IBcCCUuUtO0kckzwpBbOvNhTPzE,ḥr,ḥr,𓁷𓏤,𓁷𓏤,"['𓁷', '𓏤']",107521,ḥr,PREP,,von ... her (Herkunft); hin zu; gegen (Richtung); [räumlich/gerichtet],,,0.0,"['𓁷', '𓏤']","['complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",29,3,IBcCCTadwXWZW0RZufTII4v9Rmo,npḥ.w,npḥ.w,𓈖𓐰𓊪𓎛𓏲𓄹𓐰𓏥,𓈖𓊪𓎛𓏲𓄹𓏥,"['𓈖', '𓊪', '𓎛', '𓏲', '𓄹', '𓏥']",83190,npḥ.w,NOUN,,[Teil des menschlichen Unterleibes]; Euter (der Kuh),,,0.0,"['𓈖', '𓊪', '𓎛', '𓏲', '𓄹', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",29,4,IBcCCWwMewHa6EPUlPTSuXZqWlA,⸗s,⸗s,𓋴,𓋴,['𓋴'],10090,⸗s,PRON,,[Suffix Pron.sg.3.f.],,,0.0,['𓋴'],['complete']
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",29,5,IBcCCY6nVglRwkX8hRdnCi5lQ7Q,kns,kns,𓎢𓐰𓈖𓋴𓄹,𓎢𓈖𓋴𓄹,"['𓎢', '𓈖', '𓋴', '𓄹']",164950,kns,NOUN,,Unterleibsregion,,,0.0,"['𓎢', '𓈖', '𓋴', '𓄹']","['complete', 'complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",29,6,IBcCCZlVjd0XWkVbqI3WLHY1TsY,⸗s,⸗s,𓊃,𓊃,['𓊃'],10090,⸗s,PRON,,[Suffix Pron.sg.3.f.],,,0.0,['𓊃'],['complete']
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",30,2,IBcCCfhCjKyoHkA8gQ4Cuz5I8Eo,k.t,k.t,𓎢𓐰𓏏,𓎢𓏏,"['𓎢', '𓏏']",163760,ky,ADJ,,anderer,,,0.0,"['𓎢', '𓏏']","['complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",30,3,IBcCCT5b8bG4b0B4pQtv6Hj4uNE,n(.ꞽ).t,n.ꞽ.t,𓈖𓐰𓏏,𓈖𓏏,"['𓈖', '𓏏']",79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,"['𓈖', '𓏏']","['complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",30,4,IBcCCQFrOSQX1UpRjGwYnslwpo0,wnm.t,wnm.t,𓏶𓅓𓐰𓏏𓀁,𓏶𓅓𓏏𓀁,"['𓏶', '𓅓', '𓏏', '𓀁']",46710,wnm,VERB,,essen,,,0.0,"['𓏶', '𓅓', '𓏏', '𓀁']","['complete', 'complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",30,5,IBcCCc8NW8BAnUFYhlT9wS3WZic,m,m,𓅓,𓅓,['𓅓'],400007,m,PREP,,in; zu; an; aus; [lokal],,,0.0,['𓅓'],['complete']
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",30,6,IBcCCYlgB1My30TmmmQmjW9f6jk,ꞽd.t,ꞽd.t,𓈞𓐰𓏏𓄰|lb𓄹,𓈞𓏏𓄰𓄹,"['𓈞', '𓏏', '𓄰', '𓄹']",850291,ꞽd.t,NOUN,,Gebärmutter; Scheide; Mutterleib,,,0.0,"['𓈞', '𓏏', '𓄰', '𓄹']","['complete', 'complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",30,8,IBcCCVUMy9YhqEc6m8FMaeUZyys,sḫpr.t,sḫpr.t,𓋴𓆣𓂋𓐰𓏏,𓋴𓆣𓂋𓏏,"['𓋴', '𓆣', '𓂋', '𓏏']",142050,sḫpr,VERB,,entstehen lassen; schaffen,,,0.0,"['𓋴', '𓆣', '𓂋', '𓏏']","['complete', 'complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",30,9,IBcCCTlwaWw1WkMZp7pg2PMzlW0,bn.wt,bn.wt,𓃀𓐰𓈖𓏌𓅱𓐰𓏏𓐎𓐰𓏥,𓃀𓈖𓏌𓅱𓏏𓐎𓏥,"['𓃀', '𓈖', '𓏌', '𓅱', '𓏏', '𓐎', '𓏥']",55640,bn.wt,NOUN,,Entzündung; Schwellung,,,0.0,"['𓃀', '𓈖', '𓏌', '𓅱', '𓏏', '𓐎', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",30,10,IBcCCZsL6JMrr03VvQQWYkyyihc,m,m,𓅓,𓅓,['𓅓'],400007,m,PREP,,in; zu; an; aus; [lokal],,,0.0,['𓅓'],['complete']
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",30,11,IBcCCcBzPwC4b0aVjBngYjJlHIE,šd,šd,𓄞𓐰𓂧𓄹,𓄞𓂧𓄹,"['𓄞', '𓂧', '𓄹']",158530,šd,NOUN,,weiblicher Geschlechtsteil,,,0.0,"['𓄞', '𓂧', '𓄹']","['complete', 'complete', 'complete']"
WA6O6O6PP5CAXJVWVWHF7BKEBY,"Medizinische Texte || pEbers || 95,1-97,15 = Eb 808-839: Zweiter gynäkologischer Abschnitt",30,12,IBcCCb4RTgpvZ0VkpB3YeBGRzfU,⸗s,⸗s,𓊃,𓊃,['𓊃'],10090,⸗s,PRON,,[Suffix Pron.sg.3.f.],,,0.0,['𓊃'],['complete']
