text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",1,1,IBYCRe5PD9FnjU0mmsdYhT8Whq4,[…],[…],,[],[…],,,,,,,,0.0,[],[]
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",8,1,IBUBdzIuUMbNB0JsmVx7QabbAoI,ḫꜣi̯.t,ḫꜣi̯.t,𓆼𓄿𓏏𓐰𓂷𓀜,𓆼𓄿𓏏𓂷𓀜,"['𓆼', '𓄿', '𓏏', '𓂷', '𓀜']",113400,ḫꜣi̯,VERB,,untersuchen (med.),,,0.0,"['𓆼', '𓄿', '𓏏', '𓂷', '𓀜']","['complete', 'complete', 'complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",8,2,IBUBd4I3owRvYUPjgZF1TrmoK1o,[mꞽ],mꞽ,[<shortText>…</shortText>],[…],"['[', '…', ']']",67830,mꞽ,PREP,,so wie; wenn (Konjunktion),,,1.0,['…'],['missing']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",8,3,IBUBd7U4VQYhg0gOqMcxqIzBcgQ,[ꞽp].tw,ꞽp.tw,[<shortText>…</shortText>]𓏏𓑕𓏲,[…]𓏏𓑕𓏲,"['[', '…', ']', '𓏏', '\U00013455', '𓏲']",24070,ꞽp,VERB,,zählen; zuweisen; (jmdn.) erkennen,,,0.5,"['…', '𓏏', '𓏲']","['missing', 'damaged', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",8,4,IBUBd1sR06uDe03bklIvwPnFMAw,(ꞽ)ḫ.t,ꞽḫ.t,𓐍𓐰𓏏𓏛𓐰𓏥,𓐍𓏏𓏛𓏥,"['𓐍', '𓏏', '𓏛', '𓏥']",30750,ꞽḫ.t,NOUN,,Sache; Besitz; Speisen; Opfer; Reliquie,,,0.0,"['𓐍', '𓏏', '𓏛', '𓏥']","['complete', 'complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",8,5,IBUBd9comYsVm0s1k9KmOE7oOD8,mn.t,mn.t,𓏠𓐰𓈖𓏏𓐰𓏛,𓏠𓈖𓏏𓏛,"['𓏠', '𓈖', '𓏏', '𓏛']",69750,mn.t,NOUN,,Die und Die; N.N. (fem.); Frau (allg.),,,0.0,"['𓏠', '𓈖', '𓏏', '𓏛']","['complete', 'complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",8,6,IBUBd4TnQdxstUkPtkcpqrCkI7E,m,m,𓅓,𓅓,['𓅓'],64364,m,PREP,,mittels; durch (etwas); [instrumental],,,0.0,['𓅓'],['complete']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",8,7,IBUBd3GAEvqEmUVKhBBgUZ6KO8o,ꞽp.t,ꞽp.t,𓇋𓊪𓐰𓏏𓌽,𓇋𓊪𓏏𓌽,"['𓇋', '𓊪', '𓏏', '𓌽']",24120,ꞽp.t,NOUN,,Oipe (Hohlmaß); [ein Messgefäß],,,0.0,"['𓇋', '𓊪', '𓏏', '𓌽']","['complete', 'complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",9,1,IBUBd7WxhPrvvUgyrNZLcXPMEq0,ꞽp,ꞽp,𓇋𓊪𓐰𓏛,𓇋𓊪𓏛,"['𓇋', '𓊪', '𓏛']",24070,ꞽp,VERB,,zählen; zuweisen; (jmdn.) erkennen,,,0.0,"['𓇋', '𓊪', '𓏛']","['complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",9,2,IBUBdwBkfWBvEkDMqcRtwmglD5g,mn.t,mn.t,𓏠𓐰𓈖𓏏𓐰𓏛,𓏠𓈖𓏏𓏛,"['𓏠', '𓈖', '𓏏', '𓏛']",69750,mn.t,NOUN,,Die und Die; N.N. (fem.); Frau (allg.),,,0.0,"['𓏠', '𓈖', '𓏏', '𓏛']","['complete', 'complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",9,3,IBUBd1KxfshQrUjakHERnC2sr60,m,m,𓅓,𓅓,['𓅓'],64364,m,PREP,,mittels; durch (etwas); [instrumental],,,0.0,['𓅓'],['complete']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",9,4,IBUBdxNwCor1HkIItTOH2fgSdik,ḏbꜥ.PL,ḏbꜥ.PL,𓂭𓂭𓂭,𓂭𓂭𓂭,"['𓂭', '𓂭', '𓂭']",183430,ḏbꜥ,NOUN,,Finger,,,0.0,"['𓂭', '𓂭', '𓂭']","['complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",9,5,IBUBdQ8vEtVWzUdWsrCK3JujqCc,r,r,𓂋,𓂋,['𓂋'],91909,r,PREP,,um zu (final); [Zweck],,,0.0,['𓂋'],['complete']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",9,7,IBUBd84cAyPdo02QhsvjuizpFGE,[⸮rḫ?],rḫ,[<shortText>…</shortText>],[…],"['[', '…', ']']",95620,rḫ,VERB,,wissen; kennen; erkennen; wissen dass (mit Verbform),,,1.0,['…'],['missing']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",9,8,IBUBdW2iWfT1h0fYjQspblWiueI,[…],[…],,[],[…],,,,,,,,0.0,[],[]
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",10,1,IBUBd5S51K2THUVWr5i6nWQf5mE,⸮[ḥr]-n.tt?,ḥr-n.tt,[<shortText>…</shortText>]𓈖𓑕𓐰𓏏𓐱𓏏,[…]𓈖𓑕𓏏𓏏,"['[', '…', ']', '𓈖', '\U00013455', '𓏏', '𓏏']",108040,ḥr-n.tꞽt,PART,,denn; weil (Konjunktion),,,0.375,"['…', '𓈖', '𓏏', '𓏏']","['missing', 'damaged', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",10,2,IBUBd6vl05emRUQnuXy7cEXIAGw,ꞽ((n)),ꞽn,𓇋⸨𓈖⸩,𓇋𓈖,"['𓇋', '𓈖']",851426,ꞽn,PART,,[Partikel (zur Hervorhebung)],,,0.0,"['𓇋', '𓈖']","['complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",10,3,IBUBdxMJbLZju0Bvt6a8QmOESz8,ḫꜣi̯.t,ḫꜣi̯.t,𓆼𓄿𓏏𓐰𓂡,𓆼𓄿𓏏𓂡,"['𓆼', '𓄿', '𓏏', '𓂡']",113410,ḫꜣi̯,VERB,,wägen; messen,,,0.0,"['𓆼', '𓄿', '𓏏', '𓂡']","['complete', 'complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",10,4,IBUBd0kaLhGV1kColo8SAyLuOHo,(ꞽ)ḫ.t,ꞽḫ.t,𓐍𓐰𓏏𓏛𓐰𓏥,𓐍𓏏𓏛𓏥,"['𓐍', '𓏏', '𓏛', '𓏥']",30750,ꞽḫ.t,NOUN,,Sache; Besitz; Speisen; Opfer; Reliquie,,,0.0,"['𓐍', '𓏏', '𓏛', '𓏥']","['complete', 'complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",10,5,IBUBd6rPY83oiUM7lyhbaPIjqdU,m,m,𓅓,𓅓,['𓅓'],64364,m,PREP,,mittels; durch (etwas); [instrumental],,,0.0,['𓅓'],['complete']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",10,6,IBUBd9Wpx9t2SETRkqVV2rjiuGg,ꞽp.t,ꞽp.t,𓇋𓊪𓐰𓏏𓌽,𓇋𓊪𓏏𓌽,"['𓇋', '𓊪', '𓏏', '𓌽']",24120,ꞽp.t,NOUN,,Oipe (Hohlmaß); [ein Messgefäß],,,0.0,"['𓇋', '𓊪', '𓏏', '𓌽']","['complete', 'complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",10,7,IBUDANuyIqd7703VgTJz1tOvnyo,[__],__,¿?[<shortText>…</shortText>],<g>(unidentified)</g>[…],"['<', 'g', '>', '(', 'u', 'n', 'i', 'd', 'e', 'n', 't', 'i', 'f', 'i', 'e', 'd', ')', '<', '/', 'g', '>', '[', '…', ']']",_,_,_,,_,,,0.5,"['(unidentified)', '…']","['complete', 'missing']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",10,8,IBUBdxQmeVDwq0BBvsg9OdHeBbc,[…],[…],,[],[…],,,,,,,,0.0,[],[]
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",10,9,IBUBd49hmeR3NEJKlLD3lzBobVk,⸮[ꞽ]p[.t(w)]?,ꞽp.tw,[<shortText>…</shortText>]𓊪𓑕𓐰𓑄𓏛,[…]𓊪𓑕𓑄𓏛,"['[', '…', ']', '𓊪', '\U00013455', '\U00013444', '𓏛']",24070,ꞽp,VERB,,zählen; zuweisen; (jmdn.) erkennen,,,0.625,"['…', '𓊪', '…', '𓏛']","['missing', 'damaged', 'missing', 'complete']"
