text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,1,3,IBUBdzYTvu5pnU1OoPXgZpEqbKw,pẖr.t,pẖr.t,𓄲𓐰𓂋𓐱𓏏𓈒𓐰𓏥,𓄲𓂋𓏏𓈒𓏥,"['𓄲', '𓂋', '𓏏', '𓈒', '𓏥']",61950,pẖr.t,NOUN,,Heilmittel (allg.),,,0.0,"['𓄲', '𓂋', '𓏏', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,3,2,IBUBd4q7ddleOEWSmA5X9eaqVH8,m,m,𓅓,𓅓,['𓅓'],400082,m,PREP,,"in (der Art); von (partitiv); als (Eigenschaft, Material); bestehend aus; in der Eigenschaft als",,,0.0,['𓅓'],['complete']
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,3,3,IBUBd1uIdMDvHUhmqgpOUmswyOU,(ꞽ)ḫ.t,ꞽḫ.t,𓐍𓐰𓏏𓏛𓐰𓏥,𓐍𓏏𓏛𓏥,"['𓐍', '𓏏', '𓏛', '𓏥']",30750,ꞽḫ.t,NOUN,,Sache; Besitz; Speisen; Opfer; Reliquie,,,0.0,"['𓐍', '𓏏', '𓏛', '𓏥']","['complete', 'complete', 'complete', 'complete']"
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,3,4,IBUBdwXW2TVgrkyariCQJpQIOXY,wꜥ.t,wꜥ.t,𓌡𓐰𓂝𓐱𓏏𓏤,𓌡𓂝𓏏𓏤,"['𓌡', '𓂝', '𓏏', '𓏤']",44150,wꜥ,ADJ,,eins (Zahl); einzig,,,0.0,"['𓌡', '𓂝', '𓏏', '𓏤']","['complete', 'complete', 'complete', 'complete']"
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,4,2,IBUBdwbWE1zzc0j4hqgLnFkb3Xs,gs,gs,𓐛𓐰𓊃𓀜,𓐛𓊃𓀜,"['𓐛', '𓊃', '𓀜']",168280,gs,VERB,,salben,,,0.0,"['𓐛', '𓊃', '𓀜']","['complete', 'complete', 'complete']"
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,4,3,IBUBd0Z5gQWOW0QBvUCBqlnEkXc,ꞽm,ꞽm,𓇋𓅓,𓇋𓅓,"['𓇋', '𓅓']",24640,ꞽm,ADV,,da; dort; davon; dadurch; damit,,,0.0,"['𓇋', '𓅓']","['complete', 'complete']"
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,5,1,IBUBd3ZW2xl2m0x9jEIkn9mb7z8,k.t,k.t,𓎢𓐰𓏏,𓎢𓏏,"['𓎢', '𓏏']",163760,ky,ADJ,,anderer,,,0.0,"['𓎢', '𓏏']","['complete', 'complete']"
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,5,2,IBUBdwQCZqDGUElhgiuDQBV2W2U,snfr,snfr,𓋴𓄤𓆑𓐰𓂋,𓋴𓄤𓆑𓂋,"['𓋴', '𓄤', '𓆑', '𓂋']",137350,snfr,VERB,,schön machen; vollkommen machen,,,0.0,"['𓋴', '𓄤', '𓆑', '𓂋']","['complete', 'complete', 'complete', 'complete']"
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,5,3,IBUBd24AvQjDyEddpNnkjIvHcMg,ḥr,ḥr,𓁷𓏤,𓁷𓏤,"['𓁷', '𓏤']",107510,ḥr,NOUN,,Gesicht; Ansicht; Aufmerksamkeit; Vorderseite,,,0.0,"['𓁷', '𓏤']","['complete', 'complete']"
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,6,1,IBUBdQUQqpxPmECbjcnVhEq8QAo,dq.w,dq.w,𓂧𓐰𓈎𓐱𓏲𓈒𓐰𓏥,𓂧𓈎𓏲𓈒𓏥,"['𓂧', '𓈎', '𓏲', '𓈒', '𓏥']",180940,dq.w,NOUN,,Pulver; Mehl,,,0.0,"['𓂧', '𓈎', '𓏲', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,6,2,IBUBdWWnHfiEWUiZvVUl7GYqtEk,šs,šs,𓍱𓐰𓊃𓊌𓐰𓏥,𓍱𓊃𓊌𓏥,"['𓍱', '𓊃', '𓊌', '𓏥']",156950,šs,NOUN,,Alabaster; Alabastergefäß,,,0.0,"['𓍱', '𓊃', '𓊌', '𓏥']","['complete', 'complete', 'complete', 'complete']"
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,6,3,IBUBd6uDCwZp10glhHwQsaN2h0Q,1,1,𓏤,𓏤,['𓏤'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏤'],['complete']
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,6,4,IBUBd3oIqxwXGk47svop5QVV1xA,dq.w,dq.w,𓂧𓐰𓈎𓐱𓏲𓈒𓐰𓏥,𓂧𓈎𓏲𓈒𓏥,"['𓂧', '𓈎', '𓏲', '𓈒', '𓏥']",180940,dq.w,NOUN,,Pulver; Mehl,,,0.0,"['𓂧', '𓈎', '𓏲', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,6,6,IBUBd4qH2efe8U1uok8IqPcSG7o,n,n,𓈖,𓈖,['𓈖'],79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,['𓈖'],['complete']
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,6,7,IBUBd4C1GotYCUAvtuWJlw6zjcI,ḥsmn,ḥsmn,𓎛𓋴𓏠𓐰𓈖𓍖𓈒𓐰𓏥,𓎛𓋴𓏠𓈖𓍖𓈒𓏥,"['𓎛', '𓋴', '𓏠', '𓈖', '𓍖', '𓈒', '𓏥']",110020,ḥzmn,NOUN,,Natron,,,0.0,"['𓎛', '𓋴', '𓏠', '𓈖', '𓍖', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,6,8,IBUBd5RHJ09ryEXfk923trln9Qg,1,1,𓏤,𓏤,['𓏤'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏤'],['complete']
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,6,9,IBUBdyO77TXf60bpvcJKIpHQc0g,ḥmꜣ.t,ḥmꜣ.t,𓎛𓌴𓐰𓏏,𓎛𓌴𓏏,"['𓎛', '𓌴', '𓏏']",105070,ḥmꜣ.t,NOUN,,Salz,,,0.0,"['𓎛', '𓌴', '𓏏']","['complete', 'complete', 'complete']"
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,6,10,IBUBdwZ2bjhlSkzwv8JjqtAp4OM,mḥ.t,mḥ.t,𓎔𓐰𓏏𓈒𓐰𓏥,𓎔𓏏𓈒𓏥,"['𓎔', '𓏏', '𓈒', '𓏥']",74000,mḥ.wꞽ,ADJ,,unterägyptisch; nördlich,,,0.0,"['𓎔', '𓏏', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete']"
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,6,11,IBUBd9Q0T80OJUyriDFuiTZRZ3Y,1,1,𓏤,𓏤,['𓏤'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏤'],['complete']
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,6,12,IBUBdzonaryJM052o7xHGBYDNJY,bꞽ.t,bꞽ.t,𓆤𓏏𓐰𓏯𓏌𓐰𓏥,𓆤𓏏𓏯𓏌𓏥,"['𓆤', '𓏏', '𓏯', '𓏌', '𓏥']",54210,bꞽ.t,NOUN,,Honig,,,0.0,"['𓆤', '𓏏', '𓏯', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,6,13,IBUBdyVqkqR9wEmCrhc8QX2zRiw,1,1,𓏤,𓏤,['𓏤'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏤'],['complete']
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,7,2,IBUBd3TjCembYkhRpaPr1IQktkM,ꜣmꞽ,ꜣmꞽ,𓄿𓏇𓇋𓀜,𓄿𓏇𓇋𓀜,"['𓄿', '𓏇', '𓇋', '𓀜']",136,ꜣmꞽ,VERB,,(etwas) mischen,,,0.0,"['𓄿', '𓏇', '𓇋', '𓀜']","['complete', 'complete', 'complete', 'complete']"
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,7,3,IBUBdwfcadnH7U1Qnq6bxjmB9HE,m,m,𓅓,𓅓,['𓅓'],400082,m,PREP,,"in (der Art); von (partitiv); als (Eigenschaft, Material); bestehend aus; in der Eigenschaft als",,,0.0,['𓅓'],['complete']
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,7,4,IBUBdzJpkhcwjEqTpVdyUwpwFHk,(ꞽ)ḫ.t,ꞽḫ.t,𓐍𓐰𓏏𓏛𓐰𓏥,𓐍𓏏𓏛𓏥,"['𓐍', '𓏏', '𓏛', '𓏥']",30750,ꞽḫ.t,NOUN,,Sache; Besitz; Speisen; Opfer; Reliquie,,,0.0,"['𓐍', '𓏏', '𓏛', '𓏥']","['complete', 'complete', 'complete', 'complete']"
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,7,5,IBUBdW5oUo5zVEmfsMkHGSMJ71Y,wꜥ.t,wꜥ.t,𓌡𓐰𓂝𓐱𓏏𓏤,𓌡𓂝𓏏𓏤,"['𓌡', '𓂝', '𓏏', '𓏤']",44150,wꜥ,ADJ,,eins (Zahl); einzig,,,0.0,"['𓌡', '𓂝', '𓏏', '𓏤']","['complete', 'complete', 'complete', 'complete']"
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,8,1,IBUBdzoDpAYvFkQJhwGeQYqrEyI,gs,gs,𓐛𓐰𓊃𓀜,𓐛𓊃𓀜,"['𓐛', '𓊃', '𓀜']",168280,gs,VERB,,salben,,,0.0,"['𓐛', '𓊃', '𓀜']","['complete', 'complete', 'complete']"
TQXUFUY2KRDK3DG4JWIQULW45E,Medizinische Texte || pEdwin Smith || 21.3-8 = Vso 4.3-8: Hautverschönerungsmittel,8,2,IBUBd1FN9xtLpEM0uZ9WslRQQnk,ꞽm,ꞽm,𓇋𓅓,𓇋𓅓,"['𓇋', '𓅓']",24640,ꞽm,ADV,,da; dort; davon; dadurch; damit,,,0.0,"['𓇋', '𓅓']","['complete', 'complete']"
